Resource_ID,Title,Platform,Skill,Level,Format,Type,Cost,URL,Duration,Enrollments,Rating,Rating_Count,Release_Date,Last_Updated,Instructor,Has_Certificate,Has_Projects,Has_Community,Difficulty_Score,Completion_Rate,Prerequisites,Related_Skills
RES_0238,Learn Mobile Development - Full Course,YouTube,Mobile Development,Advanced,Tutorial Series,Freemium,91.62,https://www.youtube.com/courses/learn-mobile-development---full-course,26 hours,43313,4.3,8337,2024-11-15,2024-12-18,Charles Taylor,True,False,False,10,37,"UI/UX Design, Game Development",SQL
RES_0239,Mobile Development Masterclass,Codecademy,Mobile Development,Advanced,Video Course,Paid,63.29,https://www.codecademy.com/courses/mobile-development-masterclass,1 weeks,6247,3.4,1563,2022-08-22,2024-09-16,James Brown,True,True,False,9,34,"Digital Marketing, Web Development","React, Data Science, Project Management, UI/UX Design"
RES_0240,Learn Blockchain - Full Course,YouTube,Blockchain,Advanced,Interactive,Free,0.0,https://www.youtube.com/courses/learn-blockchain---full-course,12 hours,14244,4.9,2393,2025-02-12,2025-04-30,Candace Mendez,False,False,True,10,69,"Cloud Computing, Machine Learning","SQL, Data Analysis"
RES_0241,Cybersecurity Masterclass,FreeCodeCamp,Cybersecurity,Beginner,Video Course,Subscription,47.63,https://www.freecodecamp.com/courses/cybersecurity-masterclass,22 hours,5560,4.9,1198,2023-01-07,2023-02-23,Maria Flores,True,True,True,3,56,None,"SQL, SQL, UI/UX Design"
RES_0242,Game Development Masterclass,Pluralsight,Game Development,Advanced,Project-based,Free,0.0,https://www.pluralsight.com/courses/game-development-masterclass,9 days,2680,4.8,455,2024-02-07,2025-04-26,Thomas Martinez,False,True,True,9,64,UI/UX Design,"JavaScript, Web Development"
RES_0243,Mobile Development Masterclass,Pluralsight,Mobile Development,All Levels,Video Course,Paid,15.51,https://www.pluralsight.com/courses/mobile-development-masterclass,29 hours,1835,3.7,414,2023-06-27,2025-06-27,John Hodge,True,False,False,8,87,"Data Science, UI/UX Design","Game Development, Web Development"
RES_0244,Cloud Computing Masterclass,FreeCodeCamp,Cloud Computing,Beginner,Tutorial Series,Freemium,9.73,https://www.freecodecamp.com/courses/cloud-computing-masterclass,10 months,7809,3.0,1067,2024-05-03,2025-04-29,William Werner,False,True,True,3,71,None,"Artificial Intelligence, Python Programming, Web Development, Artificial Intelligence"
RES_0245,The Complete Data Science Bootcamp,Udemy,Data Science,All Levels,Project-based,Paid,63.63,https://www.udemy.com/courses/the-complete-data-science-bootcamp,12 days,34288,4.9,8862,2025-01-22,2025-05-10,Udemy,False,True,False,7,89,"Digital Marketing, React","Game Development, JavaScript"
RES_0246,Cybersecurity Masterclass,FreeCodeCamp,Cybersecurity,Beginner,Text-based,Paid,164.64,https://www.freecodecamp.com/courses/cybersecurity-masterclass,19 months,7232,3.9,1752,2023-09-20,2024-02-11,Carlos Robinson,True,True,False,4,44,None,"Mobile Development, Game Development, Machine Learning, Project Management"
RES_0247,UI/UX Design Professional Certificate,edX,UI/UX Design,All Levels,Video Course,Free,0.0,https://www.edx.com/courses/ui/ux-design-professional-certificate,22 months,5464,4.9,1533,2022-11-12,2023-10-31,Amber Warner,True,False,False,8,30,Cloud Computing,"Game Development, Cybersecurity, Project Management"
RES_0248,Learn SQL - Full Course,YouTube,SQL,Advanced,Text-based,Subscription,47.15,https://www.youtube.com/courses/learn-sql---full-course,30 months,48041,4.9,12995,2023-09-15,2025-05-22,Brendan Howell,False,True,False,7,77,"Data Analysis, Python Programming, Game Development","Machine Learning, UI/UX Design"
RES_0249,Learn Digital Marketing - Full Course,YouTube,Digital Marketing,All Levels,Tutorial Series,Subscription,39.91,https://www.youtube.com/courses/learn-digital-marketing---full-course,13 months,29520,4.7,5079,2024-06-14,2024-09-16,Kelli Johnson,True,True,False,6,49,"Cloud Computing, Cloud Computing",Web Development
RES_0250,Python Programming Masterclass,Udacity,Python Programming,Intermediate,Tutorial Series,Freemium,65.79,https://www.udacity.com/courses/python-programming-masterclass,5 hours,2348,3.6,448,2023-04-22,2024-05-12,Udacity,False,False,False,7,87,"Data Science, React",Digital Marketing
RES_0251,Artificial Intelligence Masterclass,Codecademy,Artificial Intelligence,Intermediate,Tutorial Series,Subscription,29.38,https://www.codecademy.com/courses/artificial-intelligence-masterclass,18 weeks,648,3.8,75,2025-06-04,2025-06-10,Kayla Boone,True,True,False,6,89,"Web Development, Blockchain, Web Development",
RES_0252,Game Development Masterclass,Udacity,Game Development,Advanced,Bootcamp,Free,0.0,https://www.udacity.com/courses/game-development-masterclass,29 weeks,8865,4.7,1512,2025-07-29,2025-08-06,Pam Lawrence,False,True,True,9,67,Data Analysis,"DevOps, Artificial Intelligence"
RES_0253,JavaScript Masterclass,Codecademy,JavaScript,Beginner,Tutorial Series,Subscription,43.31,https://www.codecademy.com/courses/javascript-masterclass,20 hours,4799,3.6,1070,2022-12-02,2025-05-29,Robert Boyd,True,False,True,3,62,None,Machine Learning
RES_0254,JavaScript Masterclass,Codecademy,JavaScript,Intermediate,Tutorial Series,Freemium,36.98,https://www.codecademy.com/courses/javascript-masterclass,6 weeks,3969,3.3,512,2022-12-01,2025-02-17,Codecademy,False,True,True,5,93,"Cybersecurity, React","SQL, Data Science, Data Analysis"
RES_0255,DevOps Masterclass,Udacity,DevOps,Beginner,Video Course,Paid,98.16,https://www.udacity.com/courses/devops-masterclass,16 weeks,7903,4.1,2165,2022-08-26,2024-04-30,Paul Rodriguez,False,True,True,1,66,None,"Cybersecurity, Mobile Development, Blockchain, Data Analysis"
RES_0256,The Complete Game Development Bootcamp,Udemy,Game Development,Advanced,Project-based,Subscription,26.72,https://www.udemy.com/courses/the-complete-game-development-bootcamp,9 hours,17734,4.9,2464,2023-06-11,2024-05-06,Udemy,False,False,False,9,53,Python Programming,Web Development
RES_0257,Digital Marketing Specialization,Coursera,Digital Marketing,Beginner,Bootcamp,Free,0.0,https://www.coursera.com/courses/digital-marketing-specialization,22 months,24036,4.4,6915,2024-05-28,2024-08-15,Mark Coleman,True,True,True,2,45,None,Web Development
RES_0258,Cloud Computing Masterclass,Codecademy,Cloud Computing,All Levels,Tutorial Series,Paid,180.24,https://www.codecademy.com/courses/cloud-computing-masterclass,23 days,4250,4.1,1078,2023-12-26,2024-04-30,Samuel Martin,True,True,False,8,71,"JavaScript, Web Development","Data Analysis, Cybersecurity, Cybersecurity"
RES_0259,Data Analysis Masterclass,LinkedIn Learning,Data Analysis,Advanced,Text-based,Paid,93.71,https://www.linkedinlearning.com/courses/data-analysis-masterclass,16 days,6532,3.2,1493,2024-08-20,2024-09-25,Leslie Hughes,True,False,True,10,63,None,Web Development
RES_0260,DevOps Masterclass,Codecademy,DevOps,All Levels,Video Course,Freemium,14.89,https://www.codecademy.com/courses/devops-masterclass,21 hours,719,4.2,173,2023-06-13,2024-11-22,Mary Cole,True,True,True,6,91,"Cybersecurity, Web Development",Python Programming
RES_0261,Artificial Intelligence Masterclass,FutureLearn,Artificial Intelligence,Beginner,Bootcamp,Subscription,26.67,https://www.futurelearn.com/courses/artificial-intelligence-masterclass,10 months,1004,5.0,254,2025-02-16,2025-05-20,Edward Campbell,False,True,True,2,52,None,Cybersecurity
RES_0262,SQL Masterclass,Udacity,SQL,Advanced,Tutorial Series,Freemium,89.65,https://www.udacity.com/courses/sql-masterclass,21 weeks,8070,3.3,2415,2025-02-28,2025-03-13,Brandi Williams,True,True,True,8,92,"Web Development, Game Development","Artificial Intelligence, Project Management"
RES_0263,Data Analysis Specialization,Coursera,Data Analysis,Advanced,Video Course,Subscription,42.57,https://www.coursera.com/courses/data-analysis-specialization,2 months,8745,4.0,1812,2024-06-13,2024-07-04,James Jones,True,False,False,8,39,Cloud Computing,"Python Programming, Artificial Intelligence, React"
RES_0264,Cloud Computing Masterclass,FutureLearn,Cloud Computing,Beginner,Interactive,Free,0.0,https://www.futurelearn.com/courses/cloud-computing-masterclass,29 weeks,1694,4.8,337,2023-01-29,2023-12-05,Judith Mcbride,True,False,True,2,38,None,"Digital Marketing, Mobile Development"
RES_0265,Cybersecurity Masterclass,FutureLearn,Cybersecurity,Advanced,Video Course,Paid,71.1,https://www.futurelearn.com/courses/cybersecurity-masterclass,26 days,846,4.5,147,2024-08-30,2025-03-03,Karen Singh,True,False,True,8,86,Data Analysis,Machine Learning
RES_0266,Python Programming Professional Certificate,edX,Python Programming,All Levels,Video Course,Free,0.0,https://www.edx.com/courses/python-programming-professional-certificate,1 days,1560,4.4,200,2024-01-17,2024-06-21,Gregory Ferguson,False,True,True,5,87,"React, JavaScript",
RES_0267,Artificial Intelligence Masterclass,FutureLearn,Artificial Intelligence,Beginner,Tutorial Series,Subscription,27.17,https://www.futurelearn.com/courses/artificial-intelligence-masterclass,1 days,3244,4.4,653,2024-12-23,2025-04-08,FutureLearn,False,False,False,4,56,None,"Data Analysis, SQL, Machine Learning"
RES_0268,Artificial Intelligence Professional Certificate,edX,Artificial Intelligence,All Levels,Interactive,Paid,137.33,https://www.edx.com/courses/artificial-intelligence-professional-certificate,2 hours,6066,3.7,659,2024-01-15,2025-01-19,Michael May,True,False,False,8,36,"JavaScript, JavaScript, Python Programming","Blockchain, Machine Learning, Web Development, React"
RES_0269,Project Management Masterclass,FutureLearn,Project Management,Advanced,Project-based,Paid,151.95,https://www.futurelearn.com/courses/project-management-masterclass,29 weeks,3869,3.6,1076,2025-01-07,2025-05-30,Troy Holmes,True,True,True,7,90,"Artificial Intelligence, Data Analysis, Digital Marketing",SQL
RES_0270,Cybersecurity Professional Certificate,edX,Cybersecurity,Advanced,Interactive,Freemium,71.98,https://www.edx.com/courses/cybersecurity-professional-certificate,21 weeks,4518,4.6,1221,2024-07-02,2025-03-03,Andrew Petersen,False,True,True,10,83,Mobile Development,"UI/UX Design, JavaScript"
RES_0271,JavaScript Masterclass,Udacity,JavaScript,Intermediate,Video Course,Freemium,85.7,https://www.udacity.com/courses/javascript-masterclass,16 days,9792,4.6,1464,2022-12-25,2023-04-17,Jasmine Young,True,True,False,7,58,"Cloud Computing, Python Programming, Digital Marketing",Data Analysis
RES_0272,Blockchain Masterclass,FreeCodeCamp,Blockchain,Beginner,Project-based,Freemium,47.93,https://www.freecodecamp.com/courses/blockchain-masterclass,26 hours,7512,4.7,1078,2022-11-10,2024-12-18,Miranda Parks DDS,False,True,True,3,67,None,"Web Development, Python Programming"
RES_0273,UI/UX Design Masterclass,FreeCodeCamp,UI/UX Design,Intermediate,Tutorial Series,Freemium,85.79,https://www.freecodecamp.com/courses/ui/ux-design-masterclass,24 hours,7552,4.8,1701,2023-01-14,2023-06-23,Richard Watkins,False,True,False,4,39,"Mobile Development, Blockchain",
RES_0274,DevOps Masterclass,Skillshare,DevOps,Intermediate,Tutorial Series,Free,0.0,https://www.skillshare.com/courses/devops-masterclass,20 weeks,998,4.0,172,2022-10-01,2023-08-07,Skillshare,True,True,False,5,38,"SQL, Cloud Computing, Mobile Development","Game Development, Machine Learning"
RES_0275,Artificial Intelligence Masterclass,Udacity,Artificial Intelligence,Intermediate,Tutorial Series,Paid,70.89,https://www.udacity.com/courses/artificial-intelligence-masterclass,29 weeks,8350,4.0,2220,2023-04-07,2024-11-11,Sherri Griffith,True,True,False,7,67,"Data Science, Web Development",Project Management
RES_0276,The Complete Cybersecurity Bootcamp,Udemy,Cybersecurity,Intermediate,Text-based,Free,0.0,https://www.udemy.com/courses/the-complete-cybersecurity-bootcamp,4 days,19084,4.6,1995,2025-01-03,2025-02-24,Mary Owens,True,True,False,7,46,"Data Science, Digital Marketing","Python Programming, UI/UX Design, SQL, Web Development"
RES_0277,React Specialization,Coursera,React,Advanced,Project-based,Subscription,37.95,https://www.coursera.com/courses/react-specialization,26 weeks,32860,4.3,8473,2022-08-31,2023-02-22,Angela Lewis,True,False,True,8,91,"UI/UX Design, Data Analysis",Data Science
RES_0278,JavaScript Masterclass,FreeCodeCamp,JavaScript,Intermediate,Tutorial Series,Subscription,21.38,https://www.freecodecamp.com/courses/javascript-masterclass,6 days,2741,4.4,375,2024-04-20,2025-06-23,Ryan Collins,True,True,True,4,70,"Cloud Computing, Data Science","Game Development, Game Development, UI/UX Design"
RES_0279,The Complete Python Programming Bootcamp,Udemy,Python Programming,All Levels,Project-based,Paid,190.08,https://www.udemy.com/courses/the-complete-python-programming-bootcamp,30 weeks,11227,4.6,1773,2025-08-12,2025-08-13,Udemy,True,False,True,7,48,"Project Management, Mobile Development, Machine Learning","Data Analysis, Cloud Computing, Game Development"
RES_0280,Python Programming Masterclass,Pluralsight,Python Programming,All Levels,Bootcamp,Paid,94.73,https://www.pluralsight.com/courses/python-programming-masterclass,3 weeks,1001,4.8,116,2024-07-17,2024-10-27,Melissa Gibson,False,False,True,6,41,"Cybersecurity, SQL, Artificial Intelligence","Blockchain, Data Analysis, Data Science"
RES_0281,Cloud Computing Masterclass,Skillshare,Cloud Computing,All Levels,Text-based,Freemium,37.28,https://www.skillshare.com/courses/cloud-computing-masterclass,10 weeks,5856,3.7,1748,2023-11-29,2024-05-22,Skillshare,True,False,True,6,66,Digital Marketing,"Web Development, SQL"
RES_0282,Artificial Intelligence Masterclass,Pluralsight,Artificial Intelligence,Advanced,Video Course,Freemium,8.84,https://www.pluralsight.com/courses/artificial-intelligence-masterclass,14 weeks,6891,3.8,1836,2024-08-27,2024-11-10,Kelly Barr,True,False,True,9,92,UI/UX Design,"Game Development, Project Management"
RES_0283,Learn Python Programming - Full Course,YouTube,Python Programming,Beginner,Interactive,Subscription,25.51,https://www.youtube.com/courses/learn-python-programming---full-course,21 months,9138,3.2,2311,2024-01-09,2024-06-20,Melody Fisher,False,True,True,4,38,None,"Artificial Intelligence, Digital Marketing, DevOps"
RES_0284,Artificial Intelligence Masterclass,Udacity,Artificial Intelligence,Beginner,Text-based,Free,0.0,https://www.udacity.com/courses/artificial-intelligence-masterclass,28 weeks,2768,4.2,427,2025-04-23,2025-08-03,Sandra Lam,False,True,True,4,75,None,UI/UX Design
RES_0285,Blockchain Masterclass,Pluralsight,Blockchain,Beginner,Bootcamp,Paid,155.62,https://www.pluralsight.com/courses/blockchain-masterclass,6 hours,9910,3.1,1529,2024-09-12,2024-11-16,Virginia Lawson,True,False,False,3,42,None,"Cloud Computing, Python Programming, Cloud Computing"
RES_0286,UI/UX Design Masterclass,Khan Academy,UI/UX Design,Advanced,Project-based,Freemium,34.03,https://www.khanacademy.com/courses/ui/ux-design-masterclass,30 days,1778,3.9,423,2024-05-31,2025-06-03,Taylor Young,False,False,False,7,83,"Web Development, Machine Learning","Python Programming, Artificial Intelligence"
RES_0287,UI/UX Design Masterclass,LinkedIn Learning,UI/UX Design,Advanced,Interactive,Freemium,88.97,https://www.linkedinlearning.com/courses/ui/ux-design-masterclass,20 weeks,2921,4.1,694,2023-12-06,2025-07-23,LinkedIn Learning,True,True,False,9,46,Cloud Computing,Digital Marketing
RES_0288,Machine Learning Masterclass,FutureLearn,Machine Learning,Beginner,Video Course,Freemium,75.73,https://www.futurelearn.com/courses/machine-learning-masterclass,2 days,1866,3.6,299,2025-06-14,2025-06-17,Ana Parsons,True,False,True,1,42,None,SQL
RES_0289,SQL Masterclass,Codecademy,SQL,Intermediate,Tutorial Series,Subscription,16.02,https://www.codecademy.com/courses/sql-masterclass,5 weeks,9598,4.2,2054,2023-09-08,2024-08-26,Patrick Murphy,True,False,True,4,31,UI/UX Design,"Game Development, Python Programming"
RES_0290,Machine Learning Masterclass,FutureLearn,Machine Learning,Intermediate,Bootcamp,Freemium,36.65,https://www.futurelearn.com/courses/machine-learning-masterclass,19 days,7303,3.1,1325,2025-01-13,2025-07-06,FutureLearn,False,True,False,6,45,Blockchain,"Artificial Intelligence, Data Science"
RES_0291,UI/UX Design Masterclass,FutureLearn,UI/UX Design,Beginner,Video Course,Subscription,32.28,https://www.futurelearn.com/courses/ui/ux-design-masterclass,13 weeks,7586,3.1,2058,2023-11-21,2024-05-24,Justin Wood,True,False,True,4,77,None,"Python Programming, Artificial Intelligence"
RES_0292,Machine Learning Masterclass,Udacity,Machine Learning,All Levels,Project-based,Free,0.0,https://www.udacity.com/courses/machine-learning-masterclass,4 days,6568,4.6,741,2023-05-23,2023-09-10,Melissa Hamilton,True,False,False,4,73,Cybersecurity,React
RES_0293,Artificial Intelligence Masterclass,Skillshare,Artificial Intelligence,Advanced,Tutorial Series,Subscription,41.47,https://www.skillshare.com/courses/artificial-intelligence-masterclass,26 months,5934,3.7,1504,2022-12-20,2023-10-09,David Ruiz,True,True,True,7,45,None,"Cloud Computing, Python Programming"
RES_0294,The Complete Data Analysis Bootcamp,Udemy,Data Analysis,Beginner,Project-based,Free,0.0,https://www.udemy.com/courses/the-complete-data-analysis-bootcamp,6 months,40622,3.3,8286,2023-10-21,2025-03-18,Emily Morris,False,False,False,4,89,None,"UI/UX Design, Artificial Intelligence"
RES_0295,Blockchain Masterclass,FreeCodeCamp,Blockchain,Advanced,Bootcamp,Subscription,43.33,https://www.freecodecamp.com/courses/blockchain-masterclass,18 hours,617,4.0,65,2023-03-23,2025-04-22,Kimberly Scott,True,True,True,9,51,"Digital Marketing, Cloud Computing","Cybersecurity, Artificial Intelligence, Machine Learning"
RES_0296,Artificial Intelligence Masterclass,Codecademy,Artificial Intelligence,All Levels,Project-based,Paid,106.27,https://www.codecademy.com/courses/artificial-intelligence-masterclass,13 weeks,8205,4.5,1789,2023-07-09,2023-11-29,William Trevino,False,True,True,4,76,"Python Programming, Mobile Development","Machine Learning, Digital Marketing, Data Science, Data Science"
RES_0297,Data Science Masterclass,Skillshare,Data Science,Beginner,Tutorial Series,Paid,57.05,https://www.skillshare.com/courses/data-science-masterclass,21 weeks,9808,3.4,1054,2025-02-28,2025-08-05,Skillshare,True,True,False,4,95,None,"DevOps, Python Programming, Artificial Intelligence, Python Programming"
RES_0298,Cybersecurity Masterclass,LinkedIn Learning,Cybersecurity,All Levels,Text-based,Free,0.0,https://www.linkedinlearning.com/courses/cybersecurity-masterclass,26 months,1739,4.2,278,2024-06-25,2025-03-02,Dustin Schneider,False,True,True,6,55,"Web Development, Game Development","UI/UX Design, DevOps"
RES_0299,UI/UX Design Specialization,Coursera,UI/UX Design,All Levels,Interactive,Free,0.0,https://www.coursera.com/courses/ui/ux-design-specialization,23 hours,39788,3.2,10310,2023-10-01,2024-11-15,Teresa Fleming,False,True,True,8,68,"Digital Marketing, Game Development","SQL, Cybersecurity"
RES_0300,Blockchain Masterclass,Pluralsight,Blockchain,All Levels,Tutorial Series,Paid,177.37,https://www.pluralsight.com/courses/blockchain-masterclass,21 days,9551,3.1,2173,2022-11-02,2024-06-11,Nancy Juarez,False,False,True,7,85,"Data Analysis, SQL","Project Management, Cloud Computing, React"
RES_0301,UI/UX Design Professional Certificate,edX,UI/UX Design,All Levels,Project-based,Subscription,45.11,https://www.edx.com/courses/ui/ux-design-professional-certificate,30 hours,3435,4.1,622,2023-04-29,2024-11-21,edX,False,True,False,3,49,Python Programming,Project Management
RES_0302,Game Development Masterclass,FreeCodeCamp,Game Development,All Levels,Project-based,Free,0.0,https://www.freecodecamp.com/courses/game-development-masterclass,7 days,4568,4.1,1235,2024-11-14,2025-08-07,Leslie Thompson,False,True,True,8,92,Data Analysis,Mobile Development
RES_0303,UI/UX Design Masterclass,Codecademy,UI/UX Design,Beginner,Project-based,Subscription,38.51,https://www.codecademy.com/courses/ui/ux-design-masterclass,29 hours,6602,4.3,1754,2024-11-06,2025-04-23,Samuel Lin,False,False,False,3,93,None,React
RES_0304,Machine Learning Masterclass,Codecademy,Machine Learning,Advanced,Text-based,Freemium,80.58,https://www.codecademy.com/courses/machine-learning-masterclass,24 days,7028,4.5,1915,2024-05-31,2025-06-09,Danielle Brooks,True,True,True,7,92,"Data Science, Mobile Development","Artificial Intelligence, React, DevOps, Cloud Computing"
RES_0305,Artificial Intelligence Masterclass,LinkedIn Learning,Artificial Intelligence,Advanced,Text-based,Free,0.0,https://www.linkedinlearning.com/courses/artificial-intelligence-masterclass,21 hours,995,5.0,261,2024-04-17,2025-04-14,Christopher Thomas,True,False,True,7,60,"Cybersecurity, Python Programming","DevOps, UI/UX Design, Web Development, React"
RES_0306,SQL Masterclass,Pluralsight,SQL,Intermediate,Project-based,Subscription,45.78,https://www.pluralsight.com/courses/sql-masterclass,25 months,655,4.0,175,2024-02-06,2025-05-31,Pluralsight,False,True,True,7,42,DevOps,Data Science
RES_0307,Game Development Masterclass,Skillshare,Game Development,Advanced,Project-based,Free,0.0,https://www.skillshare.com/courses/game-development-masterclass,25 hours,3110,3.6,669,2023-02-24,2023-06-03,Katelyn Roberts,True,True,True,7,50,Blockchain,"Digital Marketing, Mobile Development"
RES_0308,Artificial Intelligence Masterclass,FreeCodeCamp,Artificial Intelligence,Intermediate,Text-based,Paid,140.62,https://www.freecodecamp.com/courses/artificial-intelligence-masterclass,27 weeks,4716,4.6,1305,2024-07-10,2025-07-09,Oscar Garner,True,False,False,5,32,Game Development,"Web Development, Project Management"
RES_0309,Learn DevOps - Full Course,YouTube,DevOps,Intermediate,Video Course,Freemium,61.8,https://www.youtube.com/courses/learn-devops---full-course,20 weeks,10781,3.5,2745,2025-02-19,2025-05-19,Steven Cooper,True,True,False,7,93,React,SQL
RES_0310,Artificial Intelligence Masterclass,Pluralsight,Artificial Intelligence,All Levels,Interactive,Freemium,85.63,https://www.pluralsight.com/courses/artificial-intelligence-masterclass,20 days,4736,3.9,696,2024-07-29,2025-01-19,Christine Nguyen,False,True,False,6,61,"Project Management, Web Development",
RES_0311,Mobile Development Professional Certificate,edX,Mobile Development,All Levels,Tutorial Series,Paid,145.53,https://www.edx.com/courses/mobile-development-professional-certificate,23 months,9884,3.2,2783,2024-03-14,2025-06-08,Devin Hale,True,True,True,7,35,DevOps,"UI/UX Design, Cybersecurity, Data Science, Cloud Computing"
RES_0312,Data Analysis Masterclass,Khan Academy,Data Analysis,Intermediate,Text-based,Paid,105.71,https://www.khanacademy.com/courses/data-analysis-masterclass,30 weeks,7769,3.1,845,2024-11-23,2025-07-07,Sean Bauer,True,True,True,5,93,"Data Science, Digital Marketing","DevOps, DevOps, Blockchain"
RES_0313,Digital Marketing Masterclass,LinkedIn Learning,Digital Marketing,Intermediate,Text-based,Freemium,76.37,https://www.linkedinlearning.com/courses/digital-marketing-masterclass,5 months,971,4.9,187,2024-07-30,2025-06-06,Kelly Moore,True,True,True,4,93,Project Management,"Game Development, Artificial Intelligence"
RES_0314,Machine Learning Masterclass,FreeCodeCamp,Machine Learning,Intermediate,Video Course,Subscription,18.28,https://www.freecodecamp.com/courses/machine-learning-masterclass,28 weeks,3059,4.7,916,2024-09-10,2024-12-04,FreeCodeCamp,True,True,True,4,53,"Web Development, React","Mobile Development, Python Programming, UI/UX Design"
RES_0315,Machine Learning Masterclass,Udacity,Machine Learning,All Levels,Text-based,Free,0.0,https://www.udacity.com/courses/machine-learning-masterclass,27 weeks,2619,4.4,402,2025-06-22,2025-08-16,Scott Frey,False,True,False,8,30,"Data Analysis, Project Management","Cloud Computing, SQL"
RES_0316,UI/UX Design Masterclass,Udacity,UI/UX Design,Advanced,Video Course,Free,0.0,https://www.udacity.com/courses/ui/ux-design-masterclass,18 months,1616,3.8,437,2023-05-27,2024-12-03,Christopher Hoffman,False,False,True,8,79,Cloud Computing,
RES_0317,Digital Marketing Masterclass,FreeCodeCamp,Digital Marketing,Advanced,Tutorial Series,Paid,78.22,https://www.freecodecamp.com/courses/digital-marketing-masterclass,4 weeks,8499,3.3,1003,2024-07-07,2024-12-14,Heather Hudson,True,True,False,10,77,JavaScript,Data Analysis
RES_0318,Mobile Development Masterclass,Khan Academy,Mobile Development,All Levels,Tutorial Series,Paid,133.05,https://www.khanacademy.com/courses/mobile-development-masterclass,23 days,8215,3.3,1315,2022-09-06,2022-09-12,Jeanette Reyes,True,True,False,4,68,Blockchain,"UI/UX Design, Data Analysis, Game Development, Web Development"
RES_0319,Blockchain Specialization,Coursera,Blockchain,Beginner,Bootcamp,Freemium,41.3,https://www.coursera.com/courses/blockchain-specialization,15 weeks,24295,3.5,6249,2024-03-17,2025-05-30,Coursera,True,False,True,4,35,None,Digital Marketing
RES_0320,UI/UX Design Masterclass,FutureLearn,UI/UX Design,Advanced,Bootcamp,Freemium,75.74,https://www.futurelearn.com/courses/ui/ux-design-masterclass,15 weeks,5692,4.1,690,2024-08-02,2025-05-05,Erica Jordan,False,True,False,7,30,"Machine Learning, Python Programming","Artificial Intelligence, Project Management"
RES_0321,Cybersecurity Masterclass,FutureLearn,Cybersecurity,All Levels,Text-based,Subscription,39.17,https://www.futurelearn.com/courses/cybersecurity-masterclass,23 months,5058,4.4,696,2025-02-22,2025-07-20,Joseph Jensen,True,False,False,3,56,"Cloud Computing, React","Game Development, SQL, Web Development, UI/UX Design"
RES_0322,Cloud Computing Masterclass,FreeCodeCamp,Cloud Computing,All Levels,Project-based,Free,0.0,https://www.freecodecamp.com/courses/cloud-computing-masterclass,4 days,2597,4.3,555,2023-02-21,2024-04-12,Denise Gonzalez,False,True,True,6,36,"Python Programming, Machine Learning","Digital Marketing, Artificial Intelligence, Game Development, UI/UX Design"
RES_0323,Artificial Intelligence Specialization,Coursera,Artificial Intelligence,All Levels,Project-based,Freemium,23.19,https://www.coursera.com/courses/artificial-intelligence-specialization,2 hours,28656,3.6,5701,2023-11-13,2024-02-02,Cheryl Watson,False,True,True,8,74,"Digital Marketing, Python Programming","UI/UX Design, SQL"
RES_0324,Data Science Masterclass,FreeCodeCamp,Data Science,All Levels,Interactive,Paid,121.66,https://www.freecodecamp.com/courses/data-science-masterclass,22 weeks,9964,4.9,2872,2023-01-04,2025-04-09,FreeCodeCamp,False,True,True,8,76,"JavaScript, SQL","Web Development, Artificial Intelligence, Cloud Computing"
RES_0325,SQL Professional Certificate,edX,SQL,Intermediate,Bootcamp,Freemium,10.09,https://www.edx.com/courses/sql-professional-certificate,14 months,5075,4.5,1194,2024-04-27,2025-05-06,Jimmy Sherman,False,True,True,5,94,Web Development,"Digital Marketing, Machine Learning, React"
RES_0326,The Complete Game Development Bootcamp,Udemy,Game Development,Intermediate,Project-based,Subscription,49.78,https://www.udemy.com/courses/the-complete-game-development-bootcamp,26 weeks,4058,4.1,446,2024-02-20,2025-03-20,Udemy,False,True,True,7,88,Machine Learning,
RES_0327,Blockchain Specialization,Coursera,Blockchain,Beginner,Interactive,Free,0.0,https://www.coursera.com/courses/blockchain-specialization,28 days,24700,4.2,3232,2024-10-03,2025-03-25,Coursera,False,True,False,3,72,None,"Machine Learning, SQL"
RES_0328,Digital Marketing Masterclass,FreeCodeCamp,Digital Marketing,Beginner,Interactive,Freemium,34.13,https://www.freecodecamp.com/courses/digital-marketing-masterclass,17 days,1496,3.8,374,2024-02-23,2024-08-05,FreeCodeCamp,True,True,True,4,59,None,
RES_0329,Project Management Masterclass,Skillshare,Project Management,Advanced,Video Course,Freemium,14.56,https://www.skillshare.com/courses/project-management-masterclass,1 hours,1489,3.5,159,2023-09-28,2024-10-03,Susan Rodriguez,False,True,True,8,37,"Blockchain, UI/UX Design, Digital Marketing","Game Development, Mobile Development, Data Science"
RES_0330,DevOps Specialization,Coursera,DevOps,Intermediate,Tutorial Series,Freemium,44.62,https://www.coursera.com/courses/devops-specialization,7 months,46709,3.7,7795,2023-09-13,2023-10-27,Dr. Thomas Andersen Jr.,True,True,True,5,66,Web Development,"Blockchain, Mobile Development, JavaScript"
RES_0331,Python Programming Specialization,Coursera,Python Programming,Advanced,Interactive,Subscription,40.43,https://www.coursera.com/courses/python-programming-specialization,17 hours,48971,4.5,11272,2025-04-20,2025-05-06,Alison Martinez,False,True,True,7,87,Project Management,"React, Game Development, React"
